,date,ordinal_date,dayofweek,day,start_time,end_time,time_taken,activity,activity status,planned
1337,2019-05-02,427,Thursday,Thursday 2nd May 2019,,,,Washup,done,False
1338,2019-05-02,427,Thursday,Thursday 2nd May 2019,14:00:00,16:00:00,120.0,2-4: RT-PCR (booked 3-5),done,False
1339,2019-05-02,427,Thursday,Thursday 2nd May 2019,16:00:00,17:00:00,60.0,4-5: NH09 Mast cell hunting,done,False
1340,2019-05-03,428,Friday,Friday 3rd May 2019,,,,[1 hour time in lieu taken @ 4pm],note,True
1341,2019-05-03,428,Friday,Friday 3rd May 2019,09:00:00,10:00:00,60.0,9-10: qPCR (samples in thermocycler),done,False
1342,2019-05-03,428,Friday,Friday 3rd May 2019,10:00:00,13:00:00,180.0,10-1: NH09 mast cell counting – done!,done,False
1343,2019-05-03,428,Friday,Friday 3rd May 2019,13:00:00,16:00:00,180.0,1-4: qPCR,done,False
1344,2019-05-06,431,Monday,Monday 6th May 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1345,2019-05-06,431,Monday,Monday 6th May 2019,10:00:00,,,10: Check qPCR result,done,True
1346,2019-05-06,431,Monday,Monday 6th May 2019,10:00:00,11:00:00,60.0,10-11: Run Urea-Agarose gel to test RNA quality - postponed,not done,True
1347,2019-05-06,431,Monday,Monday 6th May 2019,10:00:00,10:30:00,30.0,10-10:30: Meet with Saima about paper,done,False
1348,2019-05-06,431,Monday,Monday 6th May 2019,10:30:00,12:00:00,90.0,10:30-12: Create database for Ferro clinical study,done,False
1349,2019-05-06,431,Monday,Monday 6th May 2019,13:00:00,14:00:00,60.0,1-2: Update PISA database,done,False
1350,2019-05-06,431,Monday,Monday 6th May 2019,14:00:00,15:00:00,60.0,2-3: PBS aliquots,done,False
1351,2019-05-06,431,Monday,Monday 6th May 2019,15:00:00,17:00:00,120.0,3-5: TJ23/TJ24 BALF,partly done,True
1352,2019-05-06,431,Monday,Monday 6th May 2019,16:00:00,17:00:00,60.0,4-5: PAO1 O/N,done,True
1353,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,Check LB-agar and LB stocks,done,False
1354,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,Sometime: Meeting with Jay about Ferro study.,done,False
1355,2019-05-07,432,Tuesday,Tuesday 7th May 2019,09:00:00,11:00:00,120.0,9-11: PAO1 estriol O/N,done,True
1356,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,"9-2 (intermittent): Grow PAO1 to O.D600 of 0.7. Wash 2mL culture and resuspend in 1mL PBS. Get undiluted, 1:16 and 1:128. Do 1:10 serial dilutions and plate.",done,True
1357,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,Inbetween: TJ16 CAE mast cell hunting,done,False
1358,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,Writeup stats about Ferro study,done,False
1359,2019-05-07,432,Tuesday,Tuesday 7th May 2019,14:00:00,17:00:00,180.0,2-5: SS02 BDs qPCR,not done,True
1360,2019-05-08,433,Wednesday,Wednesday 8th May 2019,09:00:00,10:00:00,60.0,9-10: Call IT about FacsDiva computer issues. ,done,False
1361,2019-05-08,433,Wednesday,Wednesday 8th May 2019,09:00:00,15:00:00,360.0,"9-3: PAO1 estriol calibration curve, remember to go to correct OD!",done,True
1362,2019-05-08,433,Wednesday,Wednesday 8th May 2019,,,,Morning: count CFU to know which dilutions to plate,done,True
1363,2019-05-08,433,Wednesday,Wednesday 8th May 2019,15:00:00,17:00:00,120.0,"3-5: Labelling for Jemma, plaque assays with Henry",done,False
1364,2019-05-08,433,Wednesday,Wednesday 8th May 2019,,,,"PAO1 O/N, washup",done,False
1365,2019-05-09,434,Thursday,Thursday 9th May 2019,09:00:00,17:00:00,480.0,9-5: Labelling for Jemma,done,False
1366,2019-05-09,434,Thursday,Thursday 9th May 2019,,,,Count PAO1 plates,done,False
1367,2019-05-10,435,Friday,Friday 10th May 2019,,,,Labelling for Jemma,done,False
1368,2019-05-10,435,Friday,Friday 10th May 2019,09:30:00,13:00:00,210.0,9:30-1: RNA extractions with Bernie,done,False
1369,2019-05-10,435,Friday,Friday 10th May 2019,13:00:00,15:00:00,120.0,1-3: Fluorescent microscopy TUNNEL stuff with TJ,done,False
1370,2019-05-10,435,Friday,Friday 10th May 2019,15:00:00,16:00:00,60.0,3-4: Postdoc meeting,done,False
1371,2019-05-10,435,Friday,Friday 10th May 2019,16:00:00,17:00:00,60.0,4-5: Labelling for Jemma,done,False
1372,2019-05-13,438,Monday,Monday 13th May 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1373,2019-05-13,438,Monday,Monday 13th May 2019,10:00:00,12:00:00,120.0,10-12: Freezer moving stuff with Huw and Shandelle,done,True
1374,2019-05-13,438,Monday,Monday 13th May 2019,,,,Jemma Labels,done,True
1375,2019-05-13,438,Monday,Monday 13th May 2019,,,,Washup,done,True
1376,2019-05-13,438,Monday,Monday 13th May 2019,,,,PAO1 O/N,done,True
1377,2019-05-13,438,Monday,Monday 13th May 2019,,,,TJ16 CAE mast cell hunting,done,True
1378,2019-05-14,439,Tuesday,Tuesday 14th May 2019,10:30:00,18:30:00,480.0,10:30-6:30: PISA111 P-T (Blood ready 11) cancelled,not done,True
1379,2019-05-14,439,Tuesday,Tuesday 14th May 2019,09:00:00,10:00:00,60.0,9-10: Another freezer move,done,True
1380,2019-05-14,439,Tuesday,Tuesday 14th May 2019,10:00:00,13:00:00,180.0,10-1: RNA extraction,done,True
1381,2019-05-14,439,Tuesday,Tuesday 14th May 2019,,,,Sometime: PAO1 estriol O/N ,done,True
1382,2019-05-14,439,Tuesday,Tuesday 14th May 2019,14:00:00,17:00:00,180.0,2-5: RT-PCR Henry and my trial samples,done,True
1383,2019-05-15,440,Wednesday,Wednesday 15th May 2019,09:00:00,15:00:00,360.0,9-3: PAO1 calibration curve pt 2,done,True
1384,2019-05-15,440,Wednesday,Wednesday 15th May 2019,11:00:00,18:30:00,450.0,11-6:30: Surprise PISA,done,True
1385,2019-05-15,440,Wednesday,Wednesday 15th May 2019,10:00:00,,,10: Meeting with Lorissa?,done,True
1386,2019-05-15,440,Wednesday,Wednesday 15th May 2019,,,,By 1: AHR working stock primers and cDNA I want run for Henry,done,True
1387,2019-05-15,440,Wednesday,Wednesday 15th May 2019,15:00:00,17:00:00,120.0,3-5: TJ08/09 Protein extractions using RnD PBS,not done,True
1388,2019-05-16,441,Thursday,Thursday 16th May 2019,09:00:00,12:00:00,180.0,"9-12: Count CFU on PAO1 plates, Take down PISA",done,False
1389,2019-05-16,441,Thursday,Thursday 16th May 2019,14:00:00,15:00:00,60.0,2-3: Looked for TJ08 Protein but couldn’t find,done,False
1390,2019-05-16,441,Thursday,Thursday 16th May 2019,15:00:00,16:00:00,60.0,3-4: Follow up on FACSDiva issue and Look for Shakti’s ELISA kits,done,False
1391,2019-05-16,441,Thursday,Thursday 16th May 2019,,,,TJ16 CAE mast cell hunting and sort PISA slides,done,False
1392,2019-05-17,442,Friday,Friday 17th May 2019,09:00:00,12:00:00,180.0,9-12: Protein extractions,done,False
1393,2019-05-17,442,Friday,Friday 17th May 2019,13:00:00,15:00:00,120.0,1-3: Safety variation forms,done,False
1394,2019-05-17,442,Friday,Friday 17th May 2019,03:00:00,,,3: washup,done,False
1395,2019-05-17,442,Friday,Friday 17th May 2019,14:00:00,16:00:00,120.0,2-4: BCA assay TJ08 protein,done,False
1396,2019-05-17,442,Friday,Friday 17th May 2019,16:00:00,17:00:00,60.0,"4-5: General lab cleanup, TJ16 CAE mast cell hunting",done,False
1397,2019-05-19,444,Sunday,Sunday 19th May 2019,,,,Sometime: PAO1 O/N,done,True
1398,2019-05-20,445,Monday,Monday 20th May 2019,09:00:00,10:00:00,60.0,9-10: Finish up OGTR safety forms,done,False
1399,2019-05-20,445,Monday,Monday 20th May 2019,,,,Call IT about FACSDiva issue,done,False
1400,2019-05-20,445,Monday,Monday 20th May 2019,09:00:00,13:00:00,240.0,9-1: MMP and elastase kit assay with TJ.,done,True
1401,2019-05-20,445,Monday,Monday 20th May 2019,14:00:00,16:00:00,120.0,2-4: TJ16 CAE Mast cell hunting,done,True
1402,2019-05-20,445,Monday,Monday 20th May 2019,16:00:00,17:00:00,60.0,"4-5: PAO1 estriol O/N, coat TNFa plate",done,True
1403,2019-05-21,446,Tuesday,Tuesday 21st May 2019,09:00:00,14:00:00,300.0,9-2: PAO1 test calibration curve,done,True
1404,2019-05-21,446,Tuesday,Tuesday 21st May 2019,09:00:00,17:00:00,480.0,9-5: TNFa ELISA SS03 BALF,done,True
1405,2019-05-21,446,Tuesday,Tuesday 21st May 2019,,,,"Aliquot PBS, Saline",done,False
1406,2019-05-22,447,Wednesday,Wednesday 22nd May 2019,,,,[on leave],note,True
1407,2019-05-22,447,Wednesday,Wednesday 22nd May 2019,,,,Call IT about FACSDiva,done,False
1408,2019-05-23,448,Thursday,Thursday 23rd May 2019,,,,[on leave],note,True
1409,2019-05-24,449,Friday,Friday 24th May 2019,,,,"Count PAO1 colonies, no colonies",not done,True
1410,2019-05-24,449,Friday,Friday 24th May 2019,,,,MMP kit assay TJ08 and TJ09,done,True
1411,2019-05-24,449,Friday,Friday 24th May 2019,,,,Aliquot RBCLB,done,False
1412,2019-05-24,449,Friday,Friday 24th May 2019,,,,Try to solve FACSDiva installation issues,done,False
1413,2019-05-27,452,Monday,Monday 27th May 2019,16:00:00,17:00:00,60.0,"4-5: Decontaminate freezer, fill out form from Jason",partly done,True
1414,2019-05-27,452,Monday,Monday 27th May 2019,11:00:00,16:00:00,300.0,11-4: Repeat MMP assay with new kit TJ08 and TJ09,done,True
1415,2019-05-27,452,Monday,Monday 27th May 2019,,,,Numbering for phosstop and ultra tablets,done,True
1416,2019-05-27,452,Monday,Monday 27th May 2019,,,,Coat plate for IL6 ELISA,done,True
1417,2019-05-27,452,Monday,Monday 27th May 2019,,,,PAO1 O/N,done,True
1418,2019-05-27,452,Monday,Monday 27th May 2019,,,,"Make fresh LB, LB-agar, washup",done,True
1419,2019-05-27,452,Monday,Monday 27th May 2019,,,,Analyse Friday’s MMP assay data,done,True
1420,2019-05-27,452,Monday,Monday 27th May 2019,,,,Collate Neutrophil Elastase data  ,done,True
1421,2019-05-27,452,Monday,Monday 27th May 2019,,,,"Count CFU on PAO1 plates now they have grown, analyse data to pick best equations",done,True
1422,2019-05-28,453,Tuesday,Tuesday 28th May 2019,09:00:00,17:00:00,480.0,9-5: SS03 KC ELISA,done,True
1423,2019-05-28,453,Tuesday,Tuesday 28th May 2019,16:00:00,17:00:00,60.0,4-5: PAO1 estriol O/N,done,True
1424,2019-05-28,453,Tuesday,Tuesday 28th May 2019,,,,Analyse TNFa ELISA data ,done,True
1425,2019-05-28,453,Tuesday,Tuesday 28th May 2019,,,,Sometime: Coat plate for IL6 ELISA,done,True
1426,2019-05-28,453,Tuesday,Tuesday 28th May 2019,13:00:00,15:00:00,120.0,1-3: TJ16 CAE Mast cell hunting,done,True
1427,2019-05-29,454,Wednesday,Wednesday 29th May 2019,,,,Pour LB-agar plates,done,True
1428,2019-05-29,454,Wednesday,Wednesday 29th May 2019,09:00:00,14:00:00,300.0,9-2: PAO1 Estriol equation check,done,True
1429,2019-05-29,454,Wednesday,Wednesday 29th May 2019,09:00:00,17:00:00,480.0,9-5: SS03 IL6 ELISA,done,True
1430,2019-05-29,454,Wednesday,Wednesday 29th May 2019,,,,Analyse MMP assay pt 2 and send to TJ,done,True
1431,2019-05-29,454,Wednesday,Wednesday 29th May 2019,16:00:00,17:00:00,60.0,4-5: TJ16 CAE Mast cell hunting,done,True
1432,2019-05-29,454,Wednesday,Wednesday 29th May 2019,05:00:00,,,5: Tim might need help setting up biorad machine for primer gradient test.,done,True
1433,2019-05-30,455,Thursday,Thursday 30th May 2019,,,,[left sick at 2:30],note,True
1434,2019-05-30,455,Thursday,Thursday 30th May 2019,09:00:00,10:00:00,60.0,9-10: Gradient curve primers for Henry (booked biorad384 10am),done,True
1435,2019-05-30,455,Thursday,Thursday 30th May 2019,,,,Count CFU on PAO1 plates,done,True
1436,2019-05-30,455,Thursday,Thursday 30th May 2019,10:00:00,12:00:00,120.0,10-12: Images for primer tubes in box 1,partly done,True
1437,2019-05-30,455,Thursday,Thursday 30th May 2019,,,,Deal with RNA extraction problem,not done,True
1438,2019-05-30,455,Thursday,Thursday 30th May 2019,15:00:00,17:00:00,120.0,3-5: TJ16 CAE Mast cell hunting,not done,True
1439,2019-05-31,456,Friday,Friday 31st May 2019,,,,[sick],note,True
1440,2019-05-31,456,Friday,Friday 31st May 2019,09:00:00,10:00:00,60.0,9-10: Freezer move into loaned -80C. With Shandelle’s help!,not done,True
1441,2019-05-31,456,Friday,Friday 31st May 2019,,,,Make Iso’s for FACSDiva,not done,True
