,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
887,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,,Pour LB-Agar plates,True,False,False,False,True,done,False
888,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,,"Send data to Gang, TJ and Bec",True,False,False,False,True,done,False
889,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,,Give primer sequences to Tegan,True,False,False,False,True,done,False
890,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,,Call Nicole about anti-PCP,False,False,False,True,False,partly done,True
891,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,,[sick],False,True,False,False,False,note,True
892,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,,Delivery Receipts,False,False,True,False,False,not done,True
893,2018-11-28,272,Wednesday,Wednesday 28th November 2018,,,,,Take down PISA samples,False,False,True,False,False,not done,True
894,2018-11-28,272,Wednesday,Wednesday 28th November 2018,9-1,09:00:00,13:00:00,240.0,9-1: Validate new growth curve models for PAO1,False,False,True,False,False,not done,True
895,2018-11-28,272,Wednesday,Wednesday 28th November 2018,1-5,13:00:00,17:00:00,240.0,1-5: Free for now,False,False,True,False,False,not done,True
896,2018-11-29,273,Thursday,Thursday 29th November 2018,9-12,09:00:00,12:00:00,180.0,9-12: Prep for endpoint,False,False,True,False,False,not done,True
897,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,,Check Mice,True,False,False,False,True,done,False
898,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,,Delivery Receipts,False,False,False,True,False,partly done,True
899,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,,Call Nic about anti-PCP ELISAs – go ahead with SA Path,True,False,False,False,True,done,False
900,2018-11-29,273,Thursday,Thursday 29th November 2018,9-4:30,09:00:00,16:30:00,450.0,9-4:30: PAO1 CFU vs OD repeat,True,False,False,False,True,done,False
901,2018-11-30,274,Friday,Friday 30th November 2018,12-5,12:00:00,17:00:00,300.0,12-5: HMRI Fire drill,True,True,False,False,False,done,True
902,2018-11-30,274,Friday,Friday 30th November 2018,9-5,09:00:00,17:00:00,480.0,9-5: PAO1 testosterone infection endpoint,False,False,True,False,False,not done,True
903,2018-11-30,274,Friday,Friday 30th November 2018,9-11:30,09:00:00,11:30:00,150.0,9-11:30: qPCR for bec,True,False,False,False,True,done,False
904,2018-11-30,274,Friday,Friday 30th November 2018,12,12:00:00,,,12: Take down PISA samples,True,False,False,False,True,done,False
905,2018-11-30,274,Friday,Friday 30th November 2018,,,,,Delivery Receipts,True,False,False,False,True,done,False
906,2018-11-30,274,Friday,Friday 30th November 2018,,,,,Count PAO1 plates from yesterday,True,False,False,False,True,done,False
907,2018-11-30,274,Friday,Friday 30th November 2018,,,,,Make PAO1 O/N and put in fridge,True,False,False,False,True,done,False
908,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Is anyone doing RNA extraction or RT-PCR? Got two mouse tongues that need extraction and PCR for Gang. Will ask around.,False,True,False,False,False,done,True
909,2018-12-03,277,Monday,Monday 3rd December 2018,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,False,False,False,True,done,False
910,2018-12-03,277,Monday,Monday 3rd December 2018,10-6:20,10:00:00,18:20:00,500.0,10-6:20: PISA096 A-H,True,False,False,False,True,done,False
911,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Anti-PCP stuff? How to move this forward?,False,False,False,False,True,done,False
912,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Calculate CFU vs OD –looks really similar,True,False,False,False,True,done,False
913,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Call Kim about mice,True,False,False,False,True,done,False
914,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Call Bec about changing mice litter,True,False,False,False,True,done,False
915,2018-12-03,277,Monday,Monday 3rd December 2018,,,,,Check Mice,True,False,False,False,True,done,False
916,2018-12-03,277,Monday,Monday 3rd December 2018,9-12,09:00:00,12:00:00,180.0,9-12: TJ09 qPCR mast cell targets,False,False,True,False,False,not done,True
917,2018-12-03,277,Monday,Monday 3rd December 2018,1-3,13:00:00,15:00:00,120.0,1-3: ABCD02 BALF,False,False,True,False,False,not done,True
918,2018-12-03,277,Monday,Monday 3rd December 2018,Sometime,,,,Sometime: prep for endpoint,False,False,False,True,False,partly done,True
919,2018-12-03,277,Monday,Monday 3rd December 2018,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 treatment overnights,True,True,False,False,False,done,True
920,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,,Follow up on mice ethics,True,False,False,False,True,done,False
921,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,,PAO1 O/N,True,False,False,False,True,done,False
922,2018-12-04,278,Tuesday,Tuesday 4th December 2018,9-3,09:00:00,15:00:00,360.0,9-3: PAO1 curve validation – Amber will be in for this,True,True,False,False,False,done,True
923,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,,[1 hour time in lieu],False,True,False,False,False,note,True
924,2018-12-04,278,Tuesday,Tuesday 4th December 2018,3-4,15:00:00,16:00:00,60.0,3-4: MLI imaging TJ23/24/25 or other high priority things,False,False,True,False,False,not done,True
925,2018-12-05,279,Wednesday,Wednesday 5th December 2018,9-5:30,09:00:00,17:30:00,510.0,9-5:30: PISA093 N-W (blood ready 9am),True,True,False,False,False,done,True
926,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,,LB-agar,True,False,False,False,True,done,False
927,2018-12-05,279,Wednesday,Wednesday 5th December 2018,9-5:30,09:00:00,17:30:00,510.0,9-5:30: PISA095 E-M (blood ready 10am),True,True,False,False,False,done,True
928,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,,Mice normalisation,True,False,False,False,True,done,False
929,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,,"Count CFU on plates and calculate. If bad, then do PAO1 treatment O/Ns, and normal O/N",True,False,False,False,True,done,False
930,2018-12-06,280,Thursday,Thursday 6th December 2018,9-12,09:00:00,12:00:00,180.0,9-12: Prep for tomorrow’s endpoint,False,False,True,False,False,not done,True
931,2018-12-06,280,Thursday,Thursday 6th December 2018,9-11,09:00:00,11:00:00,120.0,9-11: MLI imaging TJ23/24/25,True,True,False,False,False,done,True
932,2018-12-06,280,Thursday,Thursday 6th December 2018,11-5:30,11:00:00,17:30:00,390.0,"11-5:30: PAO1 curve repeat, start at 11am to ensure enough time for LB-agar to be ready",True,False,False,False,True,done,False
933,2018-12-07,281,Friday,Friday 7th December 2018,9-5,09:00:00,17:00:00,480.0,9-5: Testosterone PAO1 infection endpoint,False,False,True,False,False,not done,True
934,2018-12-07,281,Friday,Friday 7th December 2018,,,,,Mice normalisation,True,False,False,False,True,done,False
935,2018-12-07,281,Friday,Friday 7th December 2018,9-10,09:00:00,10:00:00,60.0,9-10: Count CFU on plates from yesterday,True,False,False,False,True,done,False
936,2018-12-07,281,Friday,Friday 7th December 2018,9-4,09:00:00,16:00:00,420.0,9-4: PAO1 curve repeat,True,False,False,False,True,done,False
937,2018-12-07,281,Friday,Friday 7th December 2018,3:30-5,15:30:00,17:00:00,90.0,3:30-5: Meeting,True,False,False,False,True,done,False
938,2018-12-10,284,Monday,Monday 10th December 2018,,,,,[cat delhunty is away],False,True,False,False,False,note,True
939,2018-12-10,284,Monday,Monday 10th December 2018,9-10,09:00:00,10:00:00,60.0,"9-10: PBS for autoclave, Take down PISA samples",True,True,False,False,False,done,True
940,2018-12-10,284,Monday,Monday 10th December 2018,11-2,11:00:00,14:00:00,180.0,11-2: TJ09 qPCR mast cell targets,True,True,False,False,False,done,True
941,2018-12-10,284,Monday,Monday 10th December 2018,3:30-5,15:30:00,17:00:00,90.0,"3:30-5: count CFU on PAO1 plates, PAO1 O/N, PBS aliquots",True,True,False,False,False,done,True
942,2018-12-10,284,Monday,Monday 10th December 2018,,,,,"Follow up on form for anti-PCP, dimi email?",False,False,True,False,False,not done,True
943,2018-12-10,284,Monday,Monday 10th December 2018,,,,,PAO1 data from friday analysis,True,False,False,False,True,done,False
944,2018-12-11,285,Tuesday,Tuesday 11th December 2018,First thing,,,,"First thing: Follow up on form for anti-PCP, fill out form based on new info",True,False,False,False,True,done,False
945,2018-12-11,285,Tuesday,Tuesday 11th December 2018,9-10,09:00:00,10:00:00,60.0,9-10: Normalise Mice,True,True,False,False,False,done,True
946,2018-12-11,285,Tuesday,Tuesday 11th December 2018,10-3,10:00:00,15:00:00,300.0,10-3: TJ24 MLI imaging,True,True,False,False,False,done,True
947,2018-12-11,285,Tuesday,Tuesday 11th December 2018,11:30,,,,11:30: Brad will talk to me about my admin tasks,True,False,False,False,True,done,False
948,2018-12-11,285,Tuesday,Tuesday 11th December 2018,,,,,put 4 easysep kits in chantal’s box in coldroom,True,False,False,False,True,done,False
949,2018-12-11,285,Tuesday,Tuesday 11th December 2018,1-3,13:00:00,15:00:00,120.0,1-3: ABCD02 BALF,False,False,True,False,False,not done,True
950,2018-12-11,285,Tuesday,Tuesday 11th December 2018,[3,03:00:00,,,"[3: If no reply from Shakti, call Phil about mice ethics]",True,True,False,False,False,note,True
951,2018-12-11,285,Tuesday,Tuesday 11th December 2018,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 treatment O/Ns,True,True,False,False,False,done,True
952,2018-12-12,286,Wednesday,Wednesday 12th December 2018,8-12,08:00:00,12:00:00,240.0,8-12: PAO1 validation,True,True,False,False,False,done,True
953,2018-12-12,286,Wednesday,Wednesday 12th December 2018,12-4,12:00:00,16:00:00,240.0,12-4: RV015 miRNA qPCR #3 (578 1157) (booked 4pm biorad 384),True,True,False,False,False,done,True
954,2018-12-12,286,Wednesday,Wednesday 12th December 2018,4,04:00:00,,,4: O/N PAO1,True,False,False,False,True,done,False
955,2018-12-12,286,Wednesday,Wednesday 12th December 2018,,,,,Pour plates,True,False,False,False,True,done,False
956,2018-12-12,286,Wednesday,Wednesday 12th December 2018,,,,,[Leave at 4pm for dentist],False,True,False,False,False,note,True
957,2018-12-13,287,Thursday,Thursday 13th December 2018,9-11,09:00:00,11:00:00,120.0,9-11: Lab meeting,True,True,False,False,False,done,True
958,2018-12-13,287,Thursday,Thursday 13th December 2018,11-12,11:00:00,12:00:00,60.0,11-12: Normalise Mice,True,True,False,False,False,done,True
959,2018-12-13,287,Thursday,Thursday 13th December 2018,12,12:00:00,,,12: Secret Santa,False,False,True,False,False,not done,True
960,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,,Make LB-agar,True,False,False,False,True,done,False
961,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,,Count and do stats on validation PAO1 plates,True,False,False,False,True,done,False
962,2018-12-13,287,Thursday,Thursday 13th December 2018,3-4,15:00:00,16:00:00,60.0,"3-4: meeting about anti-PCP stuff with Phil, and mice ethics",True,False,False,False,True,done,False
963,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,,PAO1 treatment overnights,True,False,False,False,True,done,False
964,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,,[HMRI Christmas party],False,True,False,False,False,note,True
965,2018-12-14,288,Friday,Friday 14th December 2018,,,,,[secret santa!],False,True,False,False,False,note,True
966,2018-12-14,288,Friday,Friday 14th December 2018,9-5,09:00:00,17:00:00,480.0,9-5: PAO1 endpoint,False,False,True,False,False,not done,True
967,2018-12-14,288,Friday,Friday 14th December 2018,9-2,09:00:00,14:00:00,300.0,9-2: PAO1 curve validation replication,True,False,False,False,True,done,False
968,2018-12-14,288,Friday,Friday 14th December 2018,3-4,15:00:00,16:00:00,60.0,"3-4: Make RBCLB, Pour LB agar plates",True,False,False,False,True,done,False
969,2018-12-14,288,Friday,Friday 14th December 2018,12-2,12:00:00,14:00:00,120.0,"12-2: ABCD02 balf, xylene",False,False,False,True,False,partly done,True
970,2018-12-14,288,Friday,Friday 14th December 2018,,,,,Check acetone – we have 2 bottles,True,False,False,False,True,done,False
971,2018-12-14,288,Friday,Friday 14th December 2018,,,,,Order anti-PCP ELISA kits – sent email to in vitro tech to get quote for IgG2 kit,False,False,False,True,False,partly done,True
973,2018-12-16,290,Sunday,Sunday 16th December 2018,4-5,16:00:00,17:00:00,60.0,"4-5: PAO1 O/N, count plates",True,True,True,False,False,partly done,True
974,2018-12-17,291,Monday,Monday 17th December 2018,Reminder,,,,Reminder: Give quotes for anti-PCP ELISAs to Tegan,False,True,False,False,False,done,True
975,2018-12-17,291,Monday,Monday 17th December 2018,9-10,09:00:00,10:00:00,60.0,"9-10: PBS and RBCLB for autoclave, Normalise Mice",True,True,False,False,False,done,True
976,2018-12-17,291,Monday,Monday 17th December 2018,10-12,10:00:00,12:00:00,120.0,10-12: TJ08 qPCR mast cell targets (384 biorad booked for 12pm) ,True,True,True,False,False,partly done,True
977,2018-12-17,291,Monday,Monday 17th December 2018,,,,,– also do Gang’s tongues,False,False,True,False,False,not done,True
978,2018-12-17,291,Monday,Monday 17th December 2018,1-5,13:00:00,17:00:00,240.0,1-5: TJ25 MLI images (new scope booked 3-5),False,False,True,False,False,not done,True
979,2018-12-17,291,Monday,Monday 17th December 2018,,,,,PAO1 treatment overnights,True,False,False,False,True,done,False
980,2018-12-17,291,Monday,Monday 17th December 2018,,,,,Pour plates and other prep for endpoint,True,False,False,False,True,done,False
981,2018-12-17,291,Monday,Monday 17th December 2018,,,,,Count plates,True,False,False,False,True,done,False
982,2018-12-18,292,Tuesday,Tuesday 18th December 2018,Sometime,,,,Sometime: Aliquot PBS and RBCLB to last until 7th Jan,False,False,True,False,False,not done,True
983,2018-12-18,292,Tuesday,Tuesday 18th December 2018,2:30,,,,2:30: Amber coming in to do her qPCR,True,False,False,False,True,done,False
984,2018-12-18,292,Tuesday,Tuesday 18th December 2018,7-6,07:00:00,18:00:00,660.0,7-6: PAO1 endpoint,True,True,False,False,False,done,True
985,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,,[Lab xmas party],False,True,False,False,False,note,True
986,2018-12-19,293,Wednesday,Wednesday 19th December 2018,9-11,09:00:00,11:00:00,120.0,9-11: Ensure everything stocked-up from downstairs,True,True,False,False,False,done,True
987,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,,Make up more PBS and MQW,True,True,False,False,False,done,True
988,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,,Aliquot PBS and RBCLB to last until 7th Jan,True,False,False,False,True,done,False
989,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,,Count plates,True,False,False,False,True,done,False
990,2018-12-19,293,Wednesday,Wednesday 19th December 2018,11-12,11:00:00,12:00:00,60.0,11-12: Normalise Mice,True,True,False,False,False,done,True
991,2018-12-19,293,Wednesday,Wednesday 19th December 2018,1-3,13:00:00,15:00:00,120.0,1-3: TJ25 MLIs,False,False,True,False,False,not done,True
992,2018-12-19,293,Wednesday,Wednesday 19th December 2018,3:30,,,,3:30: Secret Santa,True,True,False,False,False,done,True
993,2018-12-20,294,Thursday,Thursday 20th December 2018,,,,,[xmas closedown begins],False,True,False,False,False,note,True
994,2019-01-07,312,Monday,Monday 7th January 2019,,,,,[I return],False,True,False,False,False,note,True
995,2019-01-07,312,Monday,Monday 7th January 2019,,,,,"Talk to Saima about AB depletion mice work, Email Kurtis",True,False,False,False,True,done,False
996,2019-01-07,312,Monday,Monday 7th January 2019,,,,,Talk to Jay about PAO1 model repeat,True,False,False,False,True,done,False
997,2019-01-07,312,Monday,Monday 7th January 2019,,,,,Re-streak single colonies from PAO1 endpoint big and little seperately,True,False,False,False,True,done,False
998,2019-01-07,312,Monday,Monday 7th January 2019,Check lab chores,,,,"Check lab chores: PBS, RBCLB, saline, washup, bacto lab water bath",True,False,False,False,True,done,False
999,2019-01-07,312,Monday,Monday 7th January 2019,,,,,Email post-docs for things to do,True,False,False,False,True,done,False
1000,2019-01-07,312,Monday,Monday 7th January 2019,9-11,09:00:00,11:00:00,120.0,9-11: Planning,True,True,False,False,False,done,True
1001,2019-01-07,312,Monday,Monday 7th January 2019,12-2,12:00:00,14:00:00,120.0,12-2: ABCD02 BALF,False,False,True,False,False,not done,True
1002,2019-01-07,312,Monday,Monday 7th January 2019,2-5,14:00:00,17:00:00,180.0,2-5: TJ25 MLIs (booked),True,True,False,False,False,done,True
1003,2019-01-08,313,Tuesday,Tuesday 8th January 2019,9-10:30,09:00:00,10:30:00,90.0,9-10:30: Temperature gradient qPCR gang’s mice tongues tpsg1 both TJ and gang ordered versions,True,False,False,False,True,done,False
1004,2019-01-08,313,Tuesday,Tuesday 8th January 2019,11:30-12:30,11:30:00,12:30:00,60.0,11:30-12:30: Normalise Mice,True,False,False,False,True,done,False
1005,2019-01-08,313,Tuesday,Tuesday 8th January 2019,,,,,Talk to HAPS about ID-ing two colonies from PAO1 endpoint experiment – called micro depart.,True,False,False,False,True,done,False
1006,2019-01-08,313,Tuesday,Tuesday 8th January 2019,"Ship item for Jemma, use cost code",,,,"Ship item for Jemma, use cost code: G1701505 – contact worldwide or MetroState Couriers Phone  02 4964 4315 – got quotes for shipping. MetroState looks to be cheaper but will do overnight.",False,False,False,True,False,partly done,True
